ID	Title	URL	Topic	Year	Instructor	Venue
690	Support Vector Machines	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/15svm.flat.pdf	1038	2014s	Hinrich Sch¨utze	University of Munich
691	Evaluation & Result Summaries	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/08eval.flat.pdf	1171	2014s	Hinrich Sch¨utze	University of Munich
692	Text Classification & Naive Bayes	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/13bayes.flat.pdf	1039	2014s	Hinrich Sch¨utze	University of Munich
693	Web Search	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/19web.flat.pdf	1042	2014s	Hinrich Sch¨utze	University of Munich
694	Boolean Retrieval	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/01intro.flat.pdf	1042	2014s	Hinrich Sch¨utze	University of Munich
695	Translation without bilingual parallel corpora	http://mt-class.org/penn/slides/20-translation-without-parallel-corpora.pdf	1144		Chris Callison-Burch	Johns Kopkins University
696	Syntax-based Translation Part 1: Re-ordering for Phrase-based translation	http://mt-class.org/penn/slides/13-reordering-phrase-based-mt.pdf	1144		Chris Callison-Burch	Johns Kopkins University
697	Decoding and Inference with Syntactic Translation Models	http://mt-class.org/penn/slides/15-decoding-and-inference.pdf	1144		Chris Callison-Burch	Johns Kopkins University
698	Harvesng Parallel Documents from the Web	http://mt-class.org/penn/slides/16-harvesting-parallel-corpora.pdf	1144		Chris Callison-Burch	Johns Kopkins University
699	Course Wrap UpMachine Translation	http://mt-class.org/penn/slides/26-course-wrapup.pdf	1144		Chris Callison-Burch	Johns Kopkins University
700	Learning and Generating Paraphrases	http://mt-class.org/penn/slides/guest-lecture-wei-xu.pdf	1148		Chris Callison-Burch	Johns Kopkins University
701	Human Ranking of Machine Translation	http://mt-class.org/penn/slides/guest-lecture-matt-post.pdf	1148		Chris Callison-Burch	Johns Kopkins University
702	Trees and Forests in Machine Translation	http://mt-class.org/penn/slides/guest-lecture-liang-huang.pdf	1144		Chris Callison-Burch	Johns Kopkins University
703	Large-scale Paraphrasing for Natural Language Generation	http://mt-class.org/penn/slides/18-paraphrasing.pdf	1144		Chris Callison-Burch	Johns Kopkins University
704	CRF Word Alignment & Noisy Channel Translation Machine Translation	http://mt-class.org/penn/slides/6-discriminative_alignment.pdf	1145		Chris Callison-Burch	Johns Kopkins University
705	Faster Decoding for Phrases and Syntax	http://mt-class.org/penn/slides/guest-lecture-kenneth-heafield.pdf	1143		Chris Callison-Burch	Johns Kopkins University
706	Phrase-Based Machine Translation	http://mt-class.org/penn/slides/7-phrase-based-mt.pdf	1148		Chris Callison-Burch	Johns Kopkins University
707	Quality Estimation	http://mt-class.org/penn/slides/guest-lecture-christian-buck.pdf	1144		Chris Callison-Burch	Johns Kopkins University
708	Phrase-Based Machine Translation	http://mt-class.org/penn/slides/8-phrase-based-mt-part2.pdf	1148		Chris Callison-Burch	Johns Kopkins University
709	Crowdsourcing Translation	http://mt-class.org/penn/slides/17-crowdsourcing-translation.pdf	1227		Chris Callison-Burch	Johns Kopkins University
710	Introduction to Probability and Statistics	http://mt-class.org/penn/slides/2-probability.pdf	1058		Chris Callison-Burch	Johns Kopkins University
711	Lexical Translation Models 1	http://mt-class.org/penn/slides/4-lexical_translation.pdf	1147		Chris Callison-Burch	Johns Kopkins University
712	Machine Translation	http://mt-class.org/penn/slides/1-intro.pdf	1143		Chris Callison-Burch	Johns Kopkins University
713	Discriminative Training part 2	http://mt-class.org/penn/slides/12-discriminative-training-part2.pdf	1155		Chris Callison-Burch	Johns Kopkins University
714	Language Models Machine Translation	http://mt-class.org/penn/slides/3-lm.pdf	1015		Chris Callison-Burch	Johns Kopkins University
715	Discriminative Training	http://mt-class.org/penn/slides/11-discriminative-training.pdf	1155		Chris Callison-Burch	Johns Kopkins University
716	Syntax-based Translation Part 2	http://mt-class.org/penn/slides/14-synchronous-context-free-grammars.pdf	1147		Chris Callison-Burch	Johns Kopkins University
717	Evaluating translation quality part 1	http://mt-class.org/penn/slides/9-evaluating-translation-quality.pdf	1148		Chris Callison-Burch	Johns Kopkins University
718	Lexical Translation Models	http://mt-class.org/penn/slides/5-lexical_translation2.pdf	1147		Chris Callison-Burch	Johns Kopkins University
719	Evaluating translation quality part 2	http://mt-class.org/penn/slides/10-evaluating-translation-quality-2.pdf	1148		Chris Callison-Burch	Johns Kopkins University
720	Representing Words	https://uclanlp.github.io/CS269-17/slides/CS269-06.pdf	1114	2017	Kai-Wei Chang	GitHub
721	Learning to Search	https://uclanlp.github.io/CS269-17/slides/CS269-08.pdf	1303	2017	Kai-Wei Chang	GitHub
722	Multi-Class Classification	https://uclanlp.github.io/CS269-17/slides/CS269-03.pdf	1153	2017	Kai-Wei Chang	GitHub
723	Structured Prediction Models	https://uclanlp.github.io/CS269-17/slides/CS269-04.pdf	1321	2017	Kai-Wei Chang	GitHub
724	Binary Classification	https://uclanlp.github.io/CS269-17/slides/CS269-02.pdf	1153	2017	Kai-Wei Chang	GitHub
725	Introduction to NLP	https://uclanlp.github.io/CS269-17/slides/CS269-01.pdf	1009	2017	Kai-Wei Chang	GitHub
726	Language Structure: Grammar	https://uclanlp.github.io/CS269-17/slides/CS269-07.pdf	1557	2017	Kai-Wei Chang	GitHub
727	Semantic Parsing	https://uclanlp.github.io/CS269-17/slides/CS269-09.pdf	1218	2017	Kai-Wei Chang	GitHub
728	Representation Learning	https://uclanlp.github.io/CS269-17/slides/CS269-05.pdf	1114	2017	Kai-Wei Chang	GitHub
729	Final Project	https://uclanlp.github.io/CS269-17/slides/CS269-Project.pdf	1580	2017	Kai-Wei Chang	GitHub
730	Log-Linear Models for Tagging (Maximum-entropy Markov Models)	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/loglinear-tagging-slides.pdf	1085	2018s	Michael Collins,	Columbia University
731	Tagging Problems, and Hidden Markov Models	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/tagging.pdf	1087	2018s	Michael Collins,	Columbia University
732	Probabilistic Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing2.pdf	1078	2018s	Michael Collins,	Columbia University
733	Log-Linear Models for History-Based Parsing	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/loglinear-historybasedparsing.pdf	1094	2018s	Michael Collins,	Columbia University
734	Word Embeddings in Feedforward Networks, Tagging and Dependency Parsing using Feedforward Networks	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/ff3-slides.pdf	1186	2018s	Michael Collins,	Columbia University
735	The IBM Translation Models	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/mt2.pdf	1035	2018s	Michael Collins,	Columbia University
736	Lexicalized Probabilistic Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing3.pdf	1078	2018s	Michael Collins,	Columbia University
737	Language Modeling	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/lmslides.pdf	1081	2018s	Michael Collins,	Columbia University
738	Log-Linear Models	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/loglinear-slides.pdf	1160	2018s	Michael Collins,	Columbia University
739	Recurrent Networks, and Attention for Statistical Machine Translation	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/lstm2-slides.pdf	1190	2018s	Michael Collins,	Columbia University
740	Parsing, and Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing1.pdf	1078	2018s	Michael Collins,	Columbia University
741	Feedforward Neural Networks	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/ff-slides.pdf	1006	2018s	Michael Collins,	Columbia University
742	Computational Graphs, Backpropagation	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/ff2-slides.pdf	1182	2018s	Michael Collins,	Columbia University
743	Weaknesses of Probabilistic Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing2.2.pdf	1078	2018s	Michael Collins,	Columbia University
744	Recurrent Networks, and LSTMs, for NLP	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/lstm1-slides.pdf	1190	2018s	Michael Collins,	Columbia University
745	Introduction and Course Administration	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L01_slides.pdf	1580	2017f	Shay Cohen	The University of Edinburgh
746	The Complexity of Human Language Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L27_slides.pdf	1079	2017f	Shay Cohen	The University of Edinburgh
747	LL(1) grammars: summary Fixing problems with grammars	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L13_slides.pdf	1557	2017f	Shay Cohen	The University of Edinburgh
748	Agreement, Types and Natural Language Semantics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L25_slides.pdf	1120	2017f	Shay Cohen	The University of Edinburgh
749	Morphology parsing	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L15_slides.pdf	1149	2017f	Shay Cohen	The University of Edinburgh
750	Pushdown automata	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L10_slides.pdf	1078	2017f	Shay Cohen	The University of Edinburgh
751	Types and Static Type Checking	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L14_slides.pdf	1078	2017f	Shay Cohen	The University of Edinburgh
752	Lexing Verication of concurrent systems Lexing and other applications	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L07_slides.pdf	1023	2017f	Shay Cohen	The University of Edinburgh
753	Phrase Structure and Parsing as Search Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L19_slides.pdf	1094	2017f	Shay Cohen	The University of Edinburgh
754	Fun with weighted FSTs Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L18_slides.pdf	1016	2017f	Shay Cohen	The University of Edinburgh
755	What Is Inf2a about?	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L02_slides.pdf	1000	2017f	Shay Cohen	The University of Edinburgh
756	An Earley Parsing Example	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/earley-example.pdf	1096	2017f	Shay Cohen	The University of Edinburgh
757	Context-sensitive languages	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L29_slides.pdf	1078	2017f	Shay Cohen	The University of Edinburgh
758	CKY Algorithm	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L20_slides.pdf	1095	2017f	Shay Cohen	The University of Edinburgh
759	Part-of-Speech Tagging Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L17_slides.pdf	1017	2017f	Shay Cohen	The University of Edinburgh
760	Generating parse tables	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L12_slides.pdf	1017	2017f	Shay Cohen	The University of Edinburgh
761	Earley Parsing	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L21_slides.pdf	1019	2017f	Shay Cohen	The University of Edinburgh
762	Computing Natural Language Semantics Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L26_slides.pdf	1120	2017f	Shay Cohen	The University of Edinburgh
763	Turing machines	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L31_slides.pdf	1300	2017f	Shay Cohen	The University of Edinburgh
764	Revision Lecture	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L32_slides.pdf	1580	2017f	Shay Cohen	The University of Edinburgh
765	String and pattern matching and Applications to string and pattern matching	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L06_slides.pdf	1003	2017f	Shay Cohen	The University of Edinburgh
766	Constructions on Finite Automata	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L04_slides.pdf	1065	2017f	Shay Cohen	The University of Edinburgh
767	Regular expressions and Kleene’s theorem	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L05_slides.pdf	1074	2017f	Shay Cohen	The University of Edinburgh
768	Predictive parsing	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L11_slides.pdf	1094	2017f	Shay Cohen	The University of Edinburgh
769	Languages and Automata	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L03_slides.pdf	1065	2017f	Shay Cohen	The University of Edinburgh
770	Turing machines and linear bounded automata	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L30_slides.pdf	1300	2017f	Shay Cohen	The University of Edinburgh
771	Dening languages via grammars	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L09_slides.pdf	1557	2017f	Shay Cohen	The University of Edinburgh
772	Parameter Estimation and Lexicalisation for PCFGs Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L23_slides.pdf	1098	2017f	Shay Cohen	The University of Edinburgh
773	What is programming language semantics?	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L28_slides.pdf	1065	2017f	Shay Cohen	The University of Edinburgh
774	limitations of regular languages	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L08_slides.pdf	1065	2017f	Shay Cohen	The University of Edinburgh
775	Parts-of-speech and the Lexicon in Natural Language	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L16_slides.pdf	1017	2017f	Shay Cohen	The University of Edinburgh
776	Probabilistic Context-Free Grammars	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L22_slides.pdf	1098	2017f	Shay Cohen	The University of Edinburgh
777	HMMs	https://courses.cs.washington.edu/courses/cse447/18wi/slides/HMMs.pdf	1016	2018f	Yejin Choi	University of Washington
778	Language Models	https://courses.cs.washington.edu/courses/cse447/18wi/slides/LanguageModels.pdf	1081	2018f	Yejin Choi	University of Washington
779	Log Linear Models	https://courses.cs.washington.edu/courses/cse447/18wi/slides/LogLinear.pdf	1160	2018f	Yejin Choi	University of Washington
780	Parsing	https://courses.cs.washington.edu/courses/cse447/18wi/slides/Parsing.pdf	1093	2018f	Yejin Choi	University of Washington
781	Distributed Semantics	https://courses.cs.washington.edu/courses/cse447/18wi/slides/DistributedSemantics.pdf	1120	2018f	Yejin Choi	University of Washington
782	Machine Translation	https://courses.cs.washington.edu/courses/cse447/18wi/slides/MT.pdf	1143	2018f	Yejin Choi	University of Washington
783	Deep Learning	https://courses.cs.washington.edu/courses/cse447/18wi/slides/DeepLearning.pdf	1181	2018f	Yejin Choi	University of Washington
784	Dependency Parsing And Other Grammar Formalisms	https://courses.cs.washington.edu/courses/cse447/18wi/slides/Parsing-dep.pdf	1282	2018f	Yejin Choi	University of Washington
785	Greedy Algorithm	https://courses.cs.washington.edu/courses/cse447/18wi/slides/edmond.pdf	1564	2018f	Yejin Choi	University of Washington
786	Frame Semantics	https://courses.cs.washington.edu/courses/cse447/18wi/slides/Frame.pdf	1120	2018f	Yejin Choi	University of Washington
787	Natural Language Processing Introduction	https://courses.cs.washington.edu/courses/cse447/18wi/slides/Intro.pdf	1009	2018f	Yejin Choi	University of Washington
788	Application of Bayes Theorem	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture19.pdf	1059	2016s	Frank Keller	University of Edinburgh
789	Continuous Random Variables and Density 2	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture21-2x2.pdf	1059	2016s	Frank Keller	University of Edinburgh
790	Noisy Channel Model and Applications	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture29.pdf	1084	2016s	Frank Keller	University of Edinburgh
791	Distributions Independence	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture20-2x2.pdf	1059	2016s	Frank Keller	University of Edinburgh
792	What is Probability Theory? Probability and Cognition Combinatorial Methods 2	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture16-2x2.pdf	1058	2016s	Frank Keller	University of Edinburgh
793	Entropy Rate, Mutual Information	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture26.pdf	1065	2016s	Frank Keller	University of Edinburgh
794	Formal Modeling in Cognitive Science: introduction	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture00.pdf	1052	2016s	Frank Keller	University of Edinburgh
795	Kraft Inequality, Source Coding Theorem, Huffman Coding	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture28.pdf	1065	2016s	Frank Keller	University of Edinburgh
796	Sample Spaces and Events Probability of an Event	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture17.pdf	1059	2016s	Frank Keller	University of Edinburgh
797	Application of Bayes Theorem 2	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture19-2x2.pdf	1059	2016s	Frank Keller	University of Edinburgh
798	Expectation and Related Concepts Chebyshevs Theorem	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture22-2x2.pdf	1065	2016s	Frank Keller	University of Edinburgh
799	Continuous Random Variables and Density	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture21.pdf	1059	2016s	Frank Keller	University of Edinburgh
800	What is Probability Theory? Probability and Cognition Combinatorial Methods	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture16.pdf	1058	2016s	Frank Keller	University of Edinburgh
801	Sample Spaces and Events Probability of an Event	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture17-2x2.pdf	1059	2016s	Frank Keller	University of Edinburgh
802	Conditional Probability and Independence Bayes Theorem	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture18.pdf	1060	2016s	Frank Keller	University of Edinburgh
803	Entropy	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture25.pdf	1065	2016s	Frank Keller	University of Edinburgh
804	Expectation and Related Concepts Chebyshevs Theorem	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture22.pdf	1065	2016s	Frank Keller	University of Edinburgh
805	Bayesian Cognitive Science Cognitive	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture24b.pdf	1059	2016s	Frank Keller	University of Edinburgh
806	Special Probability Distributions Special Probability Densities	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture23-2x2.pdf	1059	2016s	Frank Keller	University of Edinburgh
807	Application: Discovering Collocations	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture27.pdf	1118	2016s	Frank Keller	University of Edinburgh
808	Conditional Probability and Independence Bayesian Theorem Formal Modeling in Cognitive Science	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture18-2x2.pdf	1003	2016s	Frank Keller	University of Edinburgh
809	Distributions Independence	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture20.pdf	1059	2016s	Frank Keller	University of Edinburgh
810	Special Probability Distributions Special Probability Densities	http://www.inf.ed.ac.uk/teaching/courses/fmcs1/slides/lecture23.pdf	1059	2016s	Frank Keller	University of Edinburgh
811	Lagrangian Relaxa,on for MAP Inference	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/lagrangian-relaxation.pdf	1217	2015f	Chris Dyer	Carnegie Mellon University
812	Decoding	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/decoding-1.pdf	1084	2015f	Chris Dyer	Carnegie Mellon University
813	Spectral Learning	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/spectral_slides.pdf	1264	2015f	Chris Dyer	Carnegie Mellon University
814	Probability Distributions on Structured Objects	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/probability.pdf	1321	2015f	Chris Dyer	Carnegie Mellon University
815	Minimum Bayes Risk	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/mbr.pdf	1060	2015f	Chris Dyer	Carnegie Mellon University
816	Approximate Inference: Randomized Methods	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/random-search.pdf	1217	2015f	Chris Dyer	Carnegie Mellon University
817	Structured Prediction for Language and Other Discrete Data	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/intro.pdf	1321	2015f	Chris Dyer	Carnegie Mellon University
818	Experimentation	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/experimentation.pdf	1559	2015f	Chris Dyer	Carnegie Mellon University
819	HMM Review	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/hmm-review-2.pdf	1016	2015f	Chris Dyer	Carnegie Mellon University
820	Learning Generative Models	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/gen-learning1.pdf	1165	2015f	Chris Dyer	Carnegie Mellon University
821	Neural Networks in Structured Prediction 2	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/neural2.pdf	1181	2015f	Chris Dyer	Carnegie Mellon University
822	Empirical Risk Minimization	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/erm.pdf	1066	2015f	Chris Dyer	Carnegie Mellon University
823	Structure and Support Vector Machines	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/ssvm.pdf	1038	2015f	Chris Dyer	Carnegie Mellon University
824	Conditional Models	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/conditional-models.pdf	1058	2015f	Chris Dyer	Carnegie Mellon University
825	Neural Networks in Structured Prediction	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/neural1.pdf	1181	2015f	Chris Dyer	Carnegie Mellon University
826	HMM Review	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/hmm-review-1.pdf	1016	2015f	Chris Dyer	Carnegie Mellon University
827	Natural Language Parsing with Context-Free Grammars	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/cfparsing.pdf	1078	2015f	Chris Dyer	Carnegie Mellon University
828	Natural Language Dependency Parsing	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/depparsing.pdf	1282	2015f	Chris Dyer	Carnegie Mellon University
829	How much linguistics is needed for NLP?	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/HowMuchLinguistics2015.pdf	1009	2015f	Chris Dyer	Carnegie Mellon University
830	Writng Well in NLP and ML	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/writing.pdf	1009	2015f	Chris Dyer	Carnegie Mellon University
831	Soft Inference and Posterior Probabilities	http://demo.clab.cs.cmu.edu/fa2015-11763/slides/softinference.pdf	1217	2015f	Chris Dyer	Carnegie Mellon University
832	Classification	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/2_classification_1.pdf	1153	2017f	David Bamman	UC Berkeley
833	POS	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/9_POS.pdf	1085	2017f	David Bamman	UC Berkeley
834	Truth ethics	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/5_truth_ethics.pdf	1065	2017f	David Bamman	UC Berkeley
835	Vector Semantics	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/8_vector_semantics.pdf	1115	2017f	David Bamman	UC Berkeley
836	Classification 2	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/3_classification_2.pdf	1153	2017f	David Bamman	UC Berkeley
837	Classification 3	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/4_classification_3.pdf	1153	2017f	David Bamman	UC Berkeley
838	Features and hypothesis tests	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/12_significance.pdf	1163	2017f	David Bamman	UC Berkeley
839	LSTM	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/11_crf_lstm.pdf	1191	2017f	David Bamman	UC Berkeley
840	Language models 1	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/6_LM_1.pdf	1015	2017f	David Bamman	UC Berkeley
841	Language models 2	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/7_LM_2.pdf	1015	2017f	David Bamman	UC Berkeley
842	Sequence Labeling 1	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/10_hmm_memm.pdf	1016	2017f	David Bamman	UC Berkeley
843	Natural Language Processing Introduction	http://people.ischool.berkeley.edu/~dbamman/nlpF17/slides/1_intro.pdf	1009	2017f	David Bamman	UC Berkeley
844	Discriminative Sequence	http://people.cs.georgetown.edu/nschneid/cosc572/s18/14_discriminative-sequence.pdf	1155	2018s	Nathan Schneider	Georgetown University
845	What is Linguistics?	http://people.cs.georgetown.edu/nschneid/cosc572/s18/03_ling.pdf	1012	2018s	Nathan Schneider	Georgetown University
846	Algorithms for Natural Language Processing	http://people.cs.georgetown.edu/nschneid/cosc572/s18/08a_lexsem_slides.pdf	1009	2018s	Nathan Schneider	Georgetown University
847	Language Models: More smoothing	http://people.cs.georgetown.edu/nschneid/cosc572/s18/06_LM2_slides.pdf	1082	2018s	Nathan Schneider	Georgetown University
848	Linear Models for Classication: Features & Weights	http://people.cs.georgetown.edu/nschneid/cosc572/s18/08b_discriminative-features.pdf	1037	2018s	Nathan Schneider	Georgetown University
849	Parts of Speech	http://people.cs.georgetown.edu/nschneid/cosc572/s18/10_pos_slides.pdf	1085	2018s	Nathan Schneider	Georgetown University
850	A note about NLP tools NLTK	http://people.cs.georgetown.edu/nschneid/cosc572/s18/19_srl_slides.pdf	1065	2018s	Nathan Schneider	Georgetown University
851	Context in Language	http://people.cs.georgetown.edu/nschneid/cosc572/s18/23_context.pdf	1313	2018s	Nathan Schneider	Georgetown University
852	Coreference Resolution	http://people.cs.georgetown.edu/nschneid/cosc572/s18/18_coref_slides.pdf	1065	2018s	Nathan Schneider	Georgetown University
853	Machine Translation	http://people.cs.georgetown.edu/nschneid/cosc572/s18/20_MT_slides.pdf	1143	2018s	Nathan Schneider	Georgetown University
854	Linear Models for Classication: Discriminative Learning (Perceptron, SVMs, MaxEnt)	http://people.cs.georgetown.edu/nschneid/cosc572/s18/09_discriminative-learning.pdf	1161	2018s	Nathan Schneider	Georgetown University
855	English Syntax & CFGs	http://people.cs.georgetown.edu/nschneid/cosc572/s18/15_syntax_slides.pdf	1078	2018s	Nathan Schneider	Georgetown University
856	Text Corpora	http://people.cs.georgetown.edu/nschneid/cosc572/s18/02a_slides.pdf	1313	2018s	Nathan Schneider	Georgetown University
857	Parsing with Context Free Grammars	http://people.cs.georgetown.edu/nschneid/cosc572/s18/16_parsing_slides.pdf	1078	2018s	Nathan Schneider	Georgetown University
858	Wrapping Up	http://people.cs.georgetown.edu/nschneid/cosc572/s18/24_wrapup.pdf	1009	2018s	Nathan Schneider	Georgetown University
859	Basic Text Processing Regular Expressions	http://people.cs.georgetown.edu/nschneid/cosc572/s18/02b_TextProc.pdf	1074	2018s	Nathan Schneider	Georgetown University
860	Deep Learning & Neural Networks	http://people.cs.georgetown.edu/nschneid/cosc572/s18/22_deep_learning.pdf	1181	2018s	Nathan Schneider	Georgetown University
861	Part-of-speech tagging and HMMs	http://people.cs.georgetown.edu/nschneid/cosc572/s18/11_pos_hmm_slides.pdf	1016	2018s	Nathan Schneider	Georgetown University
862	N-gram Language Models	http://people.cs.georgetown.edu/nschneid/cosc572/s18/05_LM_slides.pdf	1081	2018s	Nathan Schneider	Georgetown University
863	Dependency Parsing	http://people.cs.georgetown.edu/nschneid/cosc572/s18/17_dependency-parsing_slides.pdf	1282	2018s	Nathan Schneider	Georgetown University
864	Annotation	http://people.cs.georgetown.edu/nschneid/cosc572/s18/13_annotation_slides.pdf	1013	2018s	Nathan Schneider	Georgetown University
865	Natural Language Processing Introduction	http://people.cs.georgetown.edu/nschneid/cosc572/s18/01_slides.pdf	1009	2018s	Nathan Schneider	Georgetown University
866	Distributional Semantics	http://people.cs.georgetown.edu/nschneid/cosc572/s18/21_distributional_slides.pdf	1120	2018s	Nathan Schneider	Georgetown University
